latitude,housing_median_age,median_income,ocean_proximity_INLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,rooms_per_household,bedrooms_per_room,median_house_value
37,52,1,0,1,0,7.69811320754717,0.19362745098039216,76100.0
37,48,2,0,1,0,6.225563909774436,0.21980676328502416,73500.0
37,52,1,0,1,0,5.401069518716578,0.20693069306930692,78400.0
37,48,0,0,1,0,4.382530120481928,0.24329896907216494,84400.0
37,52,2,0,1,0,6.98639455782313,0.23758519961051608,81300.0
37,52,1,0,1,0,6.975609756097561,0.19055944055944055,85000.0
37,46,0,0,1,0,4.584288052373159,0.22991788646911818,129200.0
37,26,1,0,1,0,6.047244094488189,0.19791666666666666,82500.0
37,46,0,0,1,0,3.375451263537906,0.3176470588235294,95200.0
37,49,1,0,1,0,5.552631578947368,0.24170616113744076,75000.0
37,46,0,0,1,0,1.7142857142857142,0.3333333333333333,67500.0
37,20,2,0,1,0,6.2781954887218046,0.19281437125748502,137500.0
37,17,0,0,1,0,2.8177676537585423,0.3734842360549717,177500.0
37,36,2,0,1,0,5.724950884086444,0.1928620452985587,102100.0
37,19,1,0,1,0,5.830917874396135,0.20132560066280034,108300.0
37,23,0,0,1,0,5.369230769230769,0.21432664756446992,112500.0
37,38,2,0,1,0,4.412903225806452,0.2573099415204678,131300.0
37,17,1,0,1,0,3.1972318339100347,0.31277056277056275,162500.0
37,52,1,0,1,0,3.75,0.26666666666666666,112500.0
37,52,1,0,1,0,3.9080459770114944,0.2852941176470588,112500.0
37,52,0,0,1,0,2.490322580645161,0.42487046632124353,137500.0
37,35,1,0,1,0,5.609467455621302,0.1940928270042194,118800.0
37,52,2,0,1,0,6.721739130434782,0.18499353169469598,98200.0
37,40,0,0,1,0,2.3157894736842106,0.5125,118800.0
37,10,0,0,1,0,2.6515151515151514,0.3977142857142857,162500.0
37,10,0,0,1,0,2.6923076923076925,0.4,137500.0
37,52,1,0,1,0,2.929411764705882,0.3132530120481928,500001.0
37,16,2,0,1,0,2.74585635359116,0.39436619718309857,162500.0
37,52,0,0,1,0,2.4431818181818183,0.4046511627906977,137500.0
37,52,0,0,1,0,2.823529411764706,0.3229166666666667,162500.0
37,27,2,0,1,0,3.493377483443709,0.3289099526066351,187500.0
37,39,1,0,1,0,3.6723768736616704,0.363265306122449,179200.0
37,36,2,0,1,0,2.294016358157555,0.4648151623193845,130000.0
37,31,2,0,1,0,3.8949152542372882,0.28959965187119235,183800.0
37,29,2,0,1,0,3.681318681318681,0.3194029850746269,125000.0
37,22,1,0,1,0,2.9456,0.3449212384573601,170000.0
37,37,2,0,1,0,3.7071428571428573,0.29865125240847784,193100.0
37,29,2,0,1,0,3.7248,0.30369415807560135,257800.0
37,28,3,0,1,0,3.8784235136940546,0.27609369617636925,273400.0
37,39,3,0,1,0,3.745614035087719,0.28337236533957844,237500.0
37,52,2,0,1,0,3.5154975530179446,0.3252900232018561,350000.0
37,34,2,0,1,0,3.281721632196758,0.3260091977516607,335700.0
37,52,4,0,1,0,6.184426229508197,0.14910536779324055,313400.0
37,52,3,0,1,0,4.442982456140351,0.23790720631786771,268500.0
37,52,3,0,1,0,4.165876777251185,0.2616609783845279,259400.0
37,52,3,0,1,0,4.848189415041783,0.21574260270037346,275700.0
37,28,3,0,1,0,4.160847880299252,0.25621816002397363,225000.0
37,52,5,0,1,0,5.628458498023716,0.2029494382022472,262500.0
37,32,2,0,1,0,3.7270058708414875,0.28826463638750327,218500.0
37,26,3,0,1,0,3.2530813475760065,0.30209648901237685,255000.0
37,52,3,0,1,0,4.578034682080925,0.23526936026936027,224100.0
37,35,3,0,1,0,3.822274881516588,0.2653440793552387,243100.0
37,52,3,0,1,0,4.3951890034364265,0.22439405785770133,231600.0
37,28,2,0,1,0,3.0234798314268514,0.34846674631620866,218500.0
37,52,3,0,1,0,4.040501446480231,0.2637231503579952,234100.0
37,50,5,0,1,0,6.742627345844504,0.15864811133200796,327600.0
37,47,5,0,1,0,6.546391752577319,0.14299212598425196,347600.0
37,41,5,0,1,0,6.851063829787234,0.15760869565217392,366100.0
37,37,4,0,1,0,7.1063829787234045,0.16167664670658682,335000.0
37,52,6,0,1,0,6.947890818858561,0.1467857142857143,373600.0
37,52,5,0,1,0,6.358558558558559,0.16265230943610087,389500.0
37,52,7,0,1,0,7.11716621253406,0.139739663093415,391100.0
37,28,5,0,1,0,5.5303347280334725,0.1982220540949499,337300.0
37,50,7,0,1,0,6.127348643006263,0.16115843270868824,295200.0
37,44,6,0,1,0,5.735343383584589,0.174357476635514,292300.0
37,40,7,0,1,0,7.631498470948012,0.13504307753957123,411500.0
37,30,6,0,1,0,6.446064139941691,0.15649027589326098,311500.0
37,34,7,0,1,0,6.125,0.16129032258064516,325900.0
37,18,11,0,1,0,8.335051546391753,0.12987012987012986,392600.0
37,35,7,0,1,0,6.467268623024831,0.16055846422338568,319300.0
37,34,6,0,1,0,6.6122715404699735,0.15557749259624876,333300.0
37,28,8,0,1,0,6.978947368421053,0.138763197586727,335200.0
37,26,8,0,1,0,7.530805687203792,0.14033983637507866,351200.0
37,29,6,0,1,0,6.657992565055762,0.15131211613623674,368900.0
37,32,8,0,1,0,6.977186311787072,0.1438692098092643,365900.0
37,37,7,0,1,0,6.982954545454546,0.14727420667209112,366700.0
37,39,6,0,1,0,7.54,0.14164456233421752,362800.0
37,30,6,0,1,0,5.615384615384615,0.13013698630136986,483300.0
37,52,7,0,1,0,6.785714285714286,0.14021052631578948,331400.0
37,45,6,0,1,0,6.957746478873239,0.14709851551956815,323500.0
37,50,2,0,1,0,5.132246376811594,0.21355453582774445,216700.0
37,38,3,0,1,0,4.628336755646817,0.23735581188997337,233100.0
37,52,5,0,1,0,6.200892857142857,0.15262778977681785,296400.0
37,52,6,0,1,0,6.39935064935065,0.16996448503297817,273700.0
37,52,3,0,1,0,4.745652173913044,0.21300961978928082,227700.0
37,52,3,0,1,0,5.183673469387755,0.20297462817147857,199600.0
37,52,4,0,1,0,5.283495145631068,0.1988239617787578,239800.0
37,52,4,0,1,0,5.952941176470588,0.1674901185770751,270100.0
37,52,5,0,1,0,5.65067178502879,0.18206521739130435,302100.0
37,52,3,0,1,0,4.429193899782135,0.23905558288243975,269500.0
37,52,4,0,1,0,6.727699530516432,0.159804605722261,314700.0
37,52,8,0,1,0,7.7026315789473685,0.13734198838401093,390100.0
37,52,8,0,1,0,8.972868217054264,0.126133909287257,410300.0
37,52,6,0,1,0,7.599388379204893,0.12595573440643862,352400.0
37,52,6,0,1,0,5.8203125,0.1597315436241611,287300.0
37,52,7,0,1,0,7.994318181818182,0.1297085998578536,348700.0
37,52,2,0,1,0,4.333333333333333,0.26278069756330624,243800.0
37,52,2,0,1,0,5.074285714285714,0.1891891891891892,211500.0
37,52,3,0,1,0,4.276639344262295,0.24436990896023,218400.0
37,52,3,0,1,0,4.851351351351352,0.19976124154397135,269900.0
37,46,3,0,1,0,4.326639892904953,0.2583539603960396,218800.0
37,42,2,0,1,0,4.059113300492611,0.25849514563106796,225000.0
37,43,2,0,1,0,3.2742382271468142,0.3350253807106599,250000.0
37,41,1,0,1,0,3.5617433414043584,0.318830727396329,171400.0
37,29,1,0,1,0,3.1927554980595083,0.3500810372771475,193800.0
37,27,2,0,1,0,3.804195804195804,0.3014705882352941,125000.0
37,45,1,0,1,0,3.882608695652174,0.2945128779395297,97500.0
37,50,2,0,1,0,3.2091836734693877,0.2988871224165342,125000.0
37,52,2,0,1,0,3.6887052341597797,0.29200896191187453,138800.0
37,36,2,0,1,0,3.0902394106813995,0.36114421930870083,116700.0
37,43,1,0,1,0,3.639751552795031,0.27602389078498296,151800.0
37,52,2,0,1,0,4.368421052631579,0.2289156626506024,127000.0
37,52,2,0,1,0,4.585014409221902,0.23444374607165305,128600.0
37,52,2,0,1,0,4.7343283582089555,0.2509457755359395,140600.0
37,47,2,0,1,0,3.693140794223827,0.2873900293255132,182700.0
37,52,2,0,1,0,4.638132295719845,0.2424496644295302,146900.0
37,52,2,0,1,0,4.496259351620948,0.23294509151414308,122800.0
37,49,2,0,1,0,4.192023633677991,0.2639182522903453,169300.0
37,52,1,0,1,0,4.209677419354839,0.23499361430395913,126600.0
37,51,1,0,1,0,4.0561224489795915,0.26037735849056604,127900.0
37,50,2,0,1,0,4.20722891566265,0.27491408934707906,123500.0
37,52,2,0,1,0,4.4714285714285715,0.2388178913738019,111900.0
37,43,2,0,1,0,4.844029244516653,0.2253899044105316,112800.0
37,52,2,0,1,0,4.327669902912621,0.22153673583847447,107900.0
37,30,1,0,1,0,3.7984790874524714,0.26426426426426425,137500.0
37,39,2,0,1,0,3.776349614395887,0.29339686861810754,105500.0
37,47,2,0,1,0,4.528052805280528,0.2879008746355685,95500.0
37,52,3,0,1,0,4.011904761904762,0.26706231454005935,116100.0
37,43,2,0,1,0,4.554621848739496,0.23124231242312424,112200.0
37,51,2,0,1,0,3.1818181818181817,0.24571428571428572,75000.0
37,39,1,0,1,0,3.747967479674797,0.279826464208243,112500.0
37,52,3,0,1,0,3.973568281938326,0.26274944567627495,125000.0
37,20,1,0,1,0,3.510355029585799,0.3282764433206911,115000.0
37,52,1,0,1,0,2.8333333333333335,0.3273657289002558,95000.0
37,52,2,0,1,0,4.38996138996139,0.2647317502198769,96400.0
37,52,2,0,1,0,4.202185792349726,0.26788036410923277,72000.0
37,52,2,0,1,0,3.746031746031746,0.3093220338983051,71300.0
37,52,3,0,1,0,4.046948356807512,0.2494199535962877,80800.0
37,50,1,0,1,0,4.0251572327044025,0.2760416666666667,128800.0
37,43,1,0,1,0,3.2420091324200913,0.3323943661971831,112500.0
37,52,1,0,1,0,3.8666666666666667,0.2616632860040568,119400.0
37,44,1,0,1,0,3.1158455392809588,0.3525641025641026,118100.0
37,48,2,0,1,0,4.944606413994169,0.23349056603773585,122500.0
37,49,2,0,1,0,5.365296803652968,0.18468085106382978,106300.0
37,37,2,0,1,0,4.479923518164436,0.24498506188647035,132500.0
37,30,1,0,1,0,4.357142857142857,0.23770491803278687,122700.0
37,40,1,0,1,0,5.054347826086956,0.21397849462365592,113300.0
37,44,3,0,1,0,5.466911764705882,0.21116341627437793,109500.0
37,52,3,0,1,0,4.998540145985402,0.20151869158878505,164700.0
37,52,3,0,1,0,3.9076923076923076,0.24934383202099739,125000.0
37,46,2,0,1,0,4.489563567362429,0.24302620456466612,124700.0
37,49,2,0,1,0,4.306603773584905,0.24644030668127054,136700.0
37,38,2,0,1,0,4.626707132018209,0.23319121023286324,141700.0
37,29,2,0,1,0,4.823529411764706,0.22926829268292684,150000.0
37,47,2,0,1,0,5.284246575342466,0.19896305897602073,138800.0
37,34,2,0,1,0,4.5813953488372094,0.2356175972927242,139200.0
37,35,2,0,1,0,4.520725388601036,0.2343839541547278,143800.0
37,39,3,0,1,0,4.316810344827586,0.24962556165751373,156500.0
37,39,3,0,1,0,4.524663677130045,0.22150644202180378,151000.0
37,43,4,0,1,0,6.6923076923076925,0.1638752052545156,273000.0
37,52,4,0,1,0,5.772388059701493,0.18939883645765998,217100.0
37,52,3,0,1,0,4.984419263456091,0.2020460358056266,187100.0
37,41,5,0,1,0,6.088235294117647,0.17101449275362318,239600.0
37,48,4,0,1,0,5.242063492063492,0.19909159727479184,229700.0
37,48,4,0,1,0,7.117647058823529,0.15289256198347106,257300.0
37,46,4,0,1,0,5.837349397590361,0.17595459236326108,246900.0
37,50,2,0,1,0,5.260869565217392,0.20144628099173553,179900.0
37,40,4,0,1,0,4.51063829787234,0.24150943396226415,169600.0
37,46,3,0,1,0,5.1152882205513786,0.19843214110730034,203300.0
37,52,4,0,1,0,6.5451263537906135,0.14947600661886376,263400.0
37,45,4,0,1,0,5.986784140969163,0.1659308314937454,231800.0
37,28,2,0,1,0,4.699551569506727,0.24204834605597964,140500.0
37,35,2,0,1,0,4.62051282051282,0.25471698113207547,126000.0
37,49,2,0,1,0,4.2,0.22108843537414966,122000.0
37,44,2,0,1,0,3.30142566191446,0.27884022208513265,134700.0
37,45,2,0,1,0,4.462025316455696,0.2520094562647754,139400.0
37,45,2,0,1,0,4.210416666666666,0.2612568035625928,115400.0
37,46,2,0,1,0,3.9349736379613356,0.2268870031263957,137300.0
37,52,1,0,1,0,5.4907063197026025,0.2031144211238998,137000.0
37,52,2,0,1,0,4.310204081632653,0.21212121212121213,142600.0
37,49,3,0,1,0,3.6653061224489796,0.2717149220489978,137500.0
37,44,2,0,1,0,4.865573770491803,0.23921832884097036,111700.0
37,43,1,0,1,0,4.181818181818182,0.2702702702702703,126800.0
37,47,2,0,1,0,3.6556016597510372,0.2814982973893303,111300.0
37,40,2,0,1,0,3.6592592592592594,0.23076923076923078,114800.0
37,50,1,0,1,0,4.036363636363636,0.26632882882882886,102300.0
37,44,2,0,1,0,3.38989898989899,0.3063170441001192,131900.0
37,51,2,0,1,0,4.1653944020356235,0.28283445326817347,119100.0
37,52,1,0,1,0,4.733333333333333,0.2211267605633803,80600.0
37,52,4,0,1,0,4.313868613138686,0.2927241962774958,80600.0
37,52,2,0,1,0,5.0,0.20536912751677852,88800.0
37,49,2,0,1,0,4.703933747412008,0.21919014084507044,102400.0
37,46,2,0,1,0,3.4858757062146895,0.3038897893030794,98700.0
37,43,2,0,1,0,3.6714801444043323,0.3225172074729597,100000.0
37,42,1,0,1,0,3.543726235741445,0.27253218884120173,92300.0
37,39,2,0,1,0,5.007448789571694,0.2220156191892897,94800.0
37,41,2,0,1,0,4.536656891495602,0.2682611506140918,102000.0
37,52,3,0,1,0,5.4373522458628845,0.19260869565217392,158400.0
37,39,3,0,1,0,4.659574468085107,0.22773972602739725,121600.0
37,50,2,0,1,0,4.939153439153439,0.2158543117300482,129100.0
37,43,2,0,1,0,5.020661157024794,0.20658436213991768,121400.0
37,44,2,0,1,0,4.399491094147582,0.23944476576055523,102800.0
37,52,2,0,1,0,6.107142857142857,0.17543859649122806,160000.0
37,52,3,0,1,0,5.105882352941176,0.19723502304147467,143900.0
37,52,3,0,1,0,5.585131894484412,0.1910691283812795,151200.0
37,52,4,0,1,0,6.645333333333333,0.16653290529695025,164400.0
37,52,3,0,1,0,5.956639566395664,0.18061874431301184,156500.0
37,33,3,0,1,0,3.021276595744681,0.21830985915492956,225000.0
37,49,5,0,1,0,5.660287081339713,0.17328825021132713,174200.0
37,52,3,0,1,0,5.631578947368421,0.18037383177570093,166900.0
37,45,4,0,1,0,5.400611620795107,0.18799546998867497,163500.0
37,39,5,0,1,0,5.820754716981132,0.1539708265802269,253000.0
37,41,7,0,1,0,6.593457943925234,0.16513111268603828,240700.0
37,46,3,0,1,0,6.410334346504559,0.18349928876244664,208100.0
37,47,2,0,1,0,4.80078125,0.19772172497965826,198100.0
37,50,2,0,1,0,4.746268656716418,0.22746331236897274,172800.0
37,37,5,0,1,0,6.176691729323308,0.1594643944004869,336700.0
37,34,6,0,1,0,6.948717948717949,0.14391143911439114,318200.0
37,23,6,0,1,0,7.064024390243903,0.14501510574018128,285800.0
37,24,7,0,1,0,7.589506172839506,0.12891419276128507,293000.0
37,22,5,0,1,0,6.528723945094052,0.15947671702227068,371000.0
37,42,3,0,1,0,5.707865168539326,0.17060367454068243,157300.0
37,30,2,0,1,0,4.731152204836415,0.2242934455802766,135300.0
37,43,3,0,1,0,4.877149877149877,0.2216624685138539,136700.0
37,50,3,0,1,0,5.78169014084507,0.1961023142509135,160700.0
37,49,3,0,1,0,4.933701657458563,0.19820828667413215,140600.0
37,52,4,0,1,0,5.396694214876033,0.19601837672281777,144000.0
37,47,4,0,1,0,5.761467889908257,0.3463375796178344,161900.0
37,48,4,0,1,0,5.427777777777778,0.1985670419651996,156300.0
37,45,3,0,1,0,6.052083333333333,0.17082616179001722,176000.0
37,39,3,0,1,0,5.0094936708860756,0.2204674668351232,145800.0
37,39,3,0,1,0,5.0062111801242235,0.21215880893300249,141900.0
37,31,1,0,1,0,5.3628318584070795,0.2198844884488449,90700.0
37,41,1,0,1,0,4.490140845070423,0.2302383939774153,90600.0
37,47,2,0,1,0,5.544502617801047,0.19499527856468366,107900.0
37,37,2,0,1,0,4.921875,0.2273015873015873,107000.0
37,38,2,0,1,0,4.983050847457627,0.22505668934240364,98200.0
37,50,1,0,1,0,4.82520325203252,0.21988205560235888,89500.0
37,52,3,0,1,0,4.569696969696969,0.23209549071618038,93800.0
37,49,1,0,1,0,5.117516629711751,0.19584055459272098,96700.0
37,27,2,0,1,0,5.789808917197452,0.25962596259625964,97500.0
37,42,2,0,1,0,4.402985074626866,0.21779661016949153,97300.0
37,43,1,0,1,0,5.498637602179836,0.20218037661050545,91200.0
37,49,1,0,1,0,5.08550185873606,0.20614035087719298,91400.0
37,52,2,0,1,0,4.953068592057762,0.19934402332361517,96200.0
37,51,3,0,1,0,4.810502283105023,0.2235405790223066,120100.0
37,52,2,0,1,0,4.775956284153006,0.20709382151029748,100000.0
37,52,2,0,1,0,5.782857142857143,0.19318181818181818,94700.0
37,47,1,0,1,0,4.0,0.23207885304659498,85700.0
37,41,2,0,1,0,4.484581497797357,0.2504911591355599,89300.0
37,45,2,0,1,0,5.306590257879656,0.21220302375809935,101400.0
37,41,1,0,1,0,5.7924528301886795,0.2247557003257329,72500.0
37,45,1,0,1,0,4.198312236286919,0.23919597989949748,74100.0
37,36,1,0,1,0,4.556390977443609,0.21782178217821782,70000.0
37,37,1,0,1,0,4.017991004497751,0.2746268656716418,84600.0
37,38,0,0,1,0,4.253561253561253,0.2478231748158071,81800.0
37,19,1,0,1,0,4.244230769230769,0.2560036248300861,81400.0
37,28,0,0,1,0,5.283950617283951,0.2207943925233645,81800.0
37,26,1,0,1,0,4.267326732673268,0.2296983758700696,85800.0
37,36,1,0,1,0,5.327044025157233,0.2502951593860685,87100.0
37,42,2,0,1,0,4.3983739837398375,0.2846580406654344,83500.0
37,44,2,0,1,0,4.368852459016393,0.2373358348968105,79700.0
37,43,2,0,1,0,4.561290322580645,0.2079207920792079,83400.0
37,45,1,0,1,0,5.32404181184669,0.19044502617801048,84700.0
37,42,2,0,1,0,4.590909090909091,0.23652365236523654,80000.0
37,43,2,0,1,0,4.8807017543859645,0.21063982746225737,76400.0
37,44,2,0,1,0,4.029411764705882,0.21715328467153286,79700.0
37,42,2,0,1,0,5.223076923076923,0.21453117329405988,82400.0
37,41,2,0,1,0,3.896135265700483,0.2758834469931804,97700.0
37,47,2,0,1,0,3.3795620437956204,0.2894168466522678,97200.0
37,43,2,0,1,0,4.569832402234637,0.23594132029339854,101600.0
37,43,2,0,1,0,4.319648093841642,0.25186693822131706,86500.0
37,35,1,0,1,0,4.623853211009174,0.25,90500.0
37,46,3,0,1,0,4.56,0.2202729044834308,107600.0
37,46,2,0,1,0,4.320224719101123,0.23797139141742524,84200.0
37,46,2,0,1,0,5.940677966101695,0.185924869234427,88900.0
37,45,4,0,1,0,4.125,0.23030303030303031,80700.0
37,46,1,0,1,0,4.825641025641025,0.2316684378320935,87100.0
37,38,1,0,1,0,3.83011583011583,0.43850806451612906,85100.0
37,45,2,0,1,0,3.8076923076923075,0.2636363636363636,82000.0
37,36,1,0,1,0,7.506666666666667,0.23357015985790408,82800.0
37,43,2,0,1,0,4.863849765258216,0.2249034749034749,84600.0
37,36,1,0,1,0,6.307228915662651,0.2043935052531041,82100.0
37,33,2,0,1,0,4.475524475524476,0.23984375,89300.0
37,43,1,0,1,0,5.186274509803922,0.20163831127914303,98300.0
37,41,2,0,1,0,5.465217391304348,0.21559268098647574,92300.0
37,44,2,0,1,0,4.7952755905511815,0.20361247947454844,88800.0
37,48,1,0,1,0,5.017191977077364,0.22272986864648772,90000.0
37,45,2,0,1,0,4.75,0.22357546759460636,95500.0
37,38,1,0,1,0,5.097510373443983,0.25396825396825395,91700.0
37,47,3,0,1,0,5.394594594594595,0.21142284569138275,100400.0
37,40,1,0,1,0,4.926900584795321,0.20356083086053411,94800.0
37,46,4,0,1,0,6.049668874172186,0.16803503010399562,164300.0
37,36,2,0,1,0,5.358381502890174,0.20640057533261416,155500.0
37,39,6,0,1,0,6.7518518518518515,0.1568842567196928,196900.0
37,27,4,0,1,0,6.27887323943662,0.16375056078959174,279100.0
37,34,5,0,1,0,7.170616113744076,0.15267680105750164,252800.0
37,26,5,0,1,0,6.127579737335835,0.15033680342927128,275400.0
37,33,6,0,1,0,8.26027397260274,0.14427860696517414,250000.0
37,28,7,0,1,0,7.284403669724771,0.1397984886649874,329800.0
37,36,4,0,1,0,6.330275229357798,0.15217391304347827,195500.0
37,33,6,0,1,0,6.603960396039604,0.14992503748125938,255900.0
37,30,4,0,1,0,8.28,0.13043478260869565,311100.0
37,36,5,0,1,0,8.258064516129032,0.12109375,330000.0
37,41,5,0,1,0,6.790123456790123,0.15136363636363637,248900.0
37,46,2,0,1,0,6.194805194805195,0.16876310272536688,142900.0
37,40,3,0,1,0,5.666666666666667,0.17716262975778546,126300.0
37,44,3,0,1,0,5.854984894259819,0.20588235294117646,135800.0
37,41,3,0,1,0,4.481675392670157,0.20794392523364486,130600.0
37,24,2,0,1,0,4.637305699481865,0.2536312849162011,107900.0
37,44,2,0,1,0,4.57037037037037,0.21231766612641814,111100.0
37,43,3,0,1,0,5.084558823529412,0.19884309472161968,122000.0
37,49,3,0,1,0,4.698581560283688,0.2090566037735849,118000.0
37,40,1,0,1,0,4.7011494252873565,0.2396088019559902,95200.0
37,35,3,0,1,0,5.015037593984962,0.2098950524737631,94300.0
37,34,2,0,1,0,4.367857142857143,0.22976287816843827,92500.0
37,37,2,0,1,0,5.324324324324325,0.20812182741116753,91800.0
37,43,4,0,1,0,5.2,0.19556714471968709,109400.0
37,46,3,0,1,0,4.876777251184834,0.17589893100097181,129500.0
37,52,4,0,1,0,5.354166666666667,0.19066147859922178,143400.0
37,47,2,0,1,0,4.963855421686747,0.27063106796116504,98200.0
37,44,2,0,1,0,5.102325581395349,0.2178669097538742,103100.0
37,49,3,0,1,0,5.436440677966102,0.18550272798129383,276800.0
37,52,5,0,1,0,5.608391608391608,0.1639650872817955,270900.0
37,52,3,0,1,0,5.962864721485412,0.18772241992882563,246200.0
37,38,3,0,1,0,4.445972495088409,0.23066725585505965,224200.0
37,52,3,0,1,0,4.819018404907975,0.22215149586250796,229100.0
37,46,2,0,1,0,4.053333333333334,0.2644736842105263,211600.0
37,15,4,0,1,0,4.43542757417103,0.23844186504033052,256100.0
37,36,3,0,1,0,3.902173913043478,0.2720519962859796,206300.0
37,52,4,0,1,0,4.538181818181818,0.2267628205128205,221300.0
37,42,4,0,1,0,5.045112781954887,0.21684053651266766,207400.0
37,37,1,0,1,0,3.3127705627705626,0.30382228030055536,350000.0
37,52,3,0,1,0,4.556034482758621,0.22011983601387575,218200.0
37,50,3,0,1,0,5.334801762114537,0.21552436003303055,216700.0
37,52,5,0,1,0,6.398692810457517,0.1787538304392237,270600.0
37,52,5,0,1,0,6.115902964959568,0.16747465843984133,261400.0
37,52,4,0,1,0,5.520958083832335,0.18004338394793926,261300.0
37,52,5,0,1,0,5.148936170212766,0.19329660238751148,232200.0
37,42,5,0,1,0,6.4453125,0.16606060606060605,375400.0
37,52,7,0,1,0,6.690972222222222,0.14478463933575506,357300.0
37,52,7,0,1,0,7.56,0.13131313131313133,374400.0
37,52,6,0,1,0,7.639830508474576,0.13311148086522462,358800.0
37,52,6,0,1,0,8.067193675889328,0.13228809407153355,417500.0
37,52,8,0,1,0,8.345205479452055,0.12245567957977675,430500.0
